"Employer Name","CBA File","Location","Union","Expiration Date","NAICS*","#Wrkrs","Type"
"CP INDUSTRIES",2151,"PA","STEELWORKERS, AFL-CIO (USW) 10 5852 S","Aug 15, 2014","332811",,"PRIVATE"
"CQT KENNEDY, LLC (MAINTENANCE EMPLOYEES)",4398,"OH","STEELWORKERS, AFL-CIO (USW) 1 854 ","Apr 30, 2027",,,"PRIVATE"
"CRANSTON, CITY OF, RHODE ISLAND",3523,"RI CRANSTON","LABORERS  (LIUNA) 1322","Jun 30, 2018","921120",,"PUBLIC"
"CRENLO ENGINEERED CABS",4568,"MN","AUTO WORKERS AFL-CIO (UAW) 2125 ","Dec 14, 2024",,,"PRIVATE"
"CREW TRAINING INTERNATIONAL, INC./KT CONSULTING, INC (LANGLEY AFB)",4326,"VA","EAST COAST AIRCREW TRAINING GROUP (EAST COAST ATG) ","Nov 1, 2027",,,"PRIVATE"
"CROSS MACHINE, INC.",4359,"NH","STEELWORKERS, AFL-CIO (USW) 4 75 ","Sep 14, 2026","332312","4","PRIVATE"
"CROWN CORK SEAL USA, INC. FOOD DIVISION (TOLEDO PLANT #59)",1493,"PA"," (USW) 87-3","Apr 30, 2017",,,"PRIVATE"
"CS CONSTRUCTION, INC.",2282,"AZ","ENGINEERS, OPERATING, AFL-CIO (IUOE) 428","May 31, 2019",,,"PRIVATE"
"CSC ELECTRIC, LLC",2271,"AZ","ENGINEERS, OPERATING, AFL-CIO (IUOE) 428","Jul 31, 2017",,,"PRIVATE"
"CSC ELECTRIC, LLC.",1495,"AZ","ENGINEERS, OPERATING, AFL-CIO (IUOE) 428","Jul 31, 2023",,,"PRIVATE"
"CSI ACQUISITION COMPANY DBA CRANE SERVICE, INC.",2586,"TX","ENGINEERS, OPERATING, AFL-CIO (IUOE) 178","May 31, 2023","238990","80","PRIVATE"
"CSX TRANSPORTATION, INC",2125,"FL"," (IBEW) -","Dec 31, 2014","333618",,"PRIVATE"
"CSX TRANSPORTATION, INC",2126,"FL"," (IBEW) -","Dec 31, 2009","333618",,"PRIVATE"
"CTF ILLINOIS",4702,"IL","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 1244 CHARLESTON TRANSITION FACILITY EMPLOYEES/STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 31 ILLINOIS PUBLIC EMPLOYEES","Jul 1, 2022",,,"PRIVATE"
"CULINAIRE, INC.",2026,"CO","FOOD AND COMMERCIAL WKRS (UFCW) 7 R","Aug 5, 2013","445110","2000","PRIVATE"
"CUMMINS ENGINE CO.",216,"IN"," (DWU) -","Apr 25, 2004","333618","2250","PRIVATE"
"CUMMINS ENGINE CO. (CLERICAL, TECH, & SKILLED)",217,"IN"," (OCU) -","Jun 20, 2004","333618","1400","PRIVATE"
"CUNA MUTUAL INSURANCE GROUP",734,"WI MADISON","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 39","Mar 31, 2012","524114","1800","PRIVATE"
"CUNA MUTUAL INSURANCE GROUP",735,"WI MADISON","OFFICE AND PROFESSIONAL EMPLS AFL-CIO (OPEIU) 39","Mar 31, 2008","524114","1800","PRIVATE"
"CURA HOSPITALITY, INC.",3938,"PA","SERVICE EMPLOYEES (SEIU) SEIU HEALTHCARE PENNSYLVANIA","Dec 31, 2022",,,"PRIVATE"
"CURTISS-WRIGHT ELECTO-MECHANICAL CORPORATION (EMD)",1268,"PA","ASSOCIATION OF WESTINGHOUSE SALARIED EMPLOYEES ","Aug 17, 2024","333911","117","PRIVATE"
"CUSHING MANUFACTURING COMPANY",4007,"VA","SHEET METAL, AIR, RAIL AND TRANSPORTATION WORKERS (SMART) 100 SM ","Feb 29, 2020","332322","10","PRIVATE"
"CUSHMAN & WAKEFIELD U.S. INC. (AAA ROVING CREW)",3985,"NY","ENGINEERS, OPERATING, AFL-CIO (IUOE) 501 ","Jan 1, 2023",,,"PRIVATE"
"CUSHMAN & WAKEFIELD, INC. (VERIZON WIRELESS)",3986,"NY","ENGINEERS, OPERATING, AFL-CIO (IUOE) 30 ","Feb 29, 2020",,,"PRIVATE"
"CUYAHOGA COUNTY",3550,"OH","LABORERS  (LIUNA) 860","Dec 31, 2018","921190",,"PUBLIC"
"CUYAHOGA COUNTY ( ANIMAL SHELTER, DOG WARDENS)",4809,"OH","TEAMSTERS (IBT) 436 ","Dec 31, 2026",,,"PUBLIC"
"CUYAHOGA COUNTY (DEPT. OF PUBLIC WORKS MAINT. DIV.)",3528,"OH CUYAHOGA","LABORERS  (LIUNA) 860","Dec 31, 2017","811310",,"PUBLIC"
"CUYAHOGA COUNTY (PUBLIC WORKS, SANITARY, SEWER)",4697,"OH","LABORERS  (LIUNA) 860 ","Dec 31, 2026",,,"PUBLIC"
"CUYAHOGA COUNTY (REGIONAL FORENSIC SCIENCE LABORATORY)",4807,"OH","SERVICE EMPLOYEES (SEIU) 32 BJ MOTOR VEHICLE INSPECTORS DIVISION","Dec 31, 2024",,,"PUBLIC"
"CUYAHOGA COUNTY DEPARTMENT OF HUMAN SERVICES/COUNTY COMMISSIONERS",2984,"OH CLEVELAND"," (AFSCME) 1746","Jun 30, 2008","624","1600","PUBLIC"
"CUYAHOGA COUNTY HEALTH AND HUMAN SERVICES",3543,"CUYAHOGA COUNTY","LABORERS  (LIUNA) 860","Dec 31, 2017","923120",,"PUBLIC"
"CVS CORP.",708,"OH","FOOD AND COMMERCIAL WKRS (UFCW) 1099","Oct 8, 2011","446110","1100","PRIVATE"
"CVS CORP.",709,"OH","FOOD AND COMMERCIAL WKRS (UFCW) 1099","Oct 11, 2008","446110","1100","PRIVATE"
"CVS PHARMACY - RETAIL DRUG AGREEMENT (PHARMACISTS)",4798,"CA","FOOD AND COMMERCIAL WKRS (UFCW) 1167 /FOOD AND COMMERCIAL WKRS (UFCW) 135 /FOOD AND COMMERCIAL WKRS (UFCW) 1428 /FOOD AND COMMERCIAL WKRS (UFCW) 1442 /FOOD AND COMMERCIAL WKRS (UFCW) 324 /FOOD AND COMMERCIAL WKRS (UFCW) 5 /FOOD AND COMMERCIAL WKRS (UFCW) 648 /FOOD AND COMMERCIAL WKRS (UFCW) 770 ","Jun 27, 2027",,,"PRIVATE"
"CVS PHARMACY, INC.",4367,"CA","PROFESSIONAL PHARMACISTS GUILD (UNAFF) ","Mar 30, 2024",,,"PRIVATE"
"CYMSTAR SERVICES, LLC",2290,"AR"," (LRAITSP) ","Dec 31, 2020",,,"PRIVATE"
"CYMSTAR SERVICES, LLC",2502,"UT","MACHINISTS AFL-CIO (IAM) 568","Feb 28, 2022","336413","3","PRIVATE"
"CYMSTAR SERVICES, LLC.",2062,"LITTLE ROCK, AR"," (LRAITSP) -","Dec 31, 2014","61110","1000","PRIVATE"
"CZARNOWSKI DISPLAY, INC.",2322,"IL"," (CRCC) ","May 31, 2021",,,"PRIVATE"
"D'AGOSTINO SUPERMARKETS INC.",573,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Sep 26, 2009","445110","1000","PRIVATE"
"D'AGOSTINO SUPERMARKETS INC.",574,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Mar 31, 2012","445110","1000","PRIVATE"
"D'AGOSTINO SUPERMARKETS INC.",575,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","May 31, 2018","445110","1000","PRIVATE"
"D'AGOSTINO SUPERMARKETS INC.",576,"NJ NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Jul 31, 2006","445110","1000","PRIVATE"
"D&P CONSTRUCTION COMPANY. INC.",3852,"IL","TEAMSTERS (IBT) 731 ","May 31, 2023",,,"PRIVATE"
"D&P CONSTRUCTION COMPANY. INC. (RECYCLYING DIVISION)",3853,"IL","TEAMSTERS (IBT) 731 ","Sep 30, 2023",,,"PRIVATE"
"DAILY JOURNAL OF COMMERCE",3910,"WA","GRAPHIC COMMUNICATIONS INTERNATIONAL UNION/INTERNATIONAL BROTHERHOOD OF TEAMSTERS 2/PRINTING PACKAGING & PRODUCTION WORKERS UNION OF N (PPPWU) 747 M /TEAMSTERS (IBT) 2 N /TEAMSTERS (IBT) 2 TEAMSTERS LOCAL # 2","Aug 31, 2023",,,"PRIVATE"
"DAIMLER CHRYSLER (ENGRG, OFFICE & CLERICAL)",292,"NATIONAL"," (UAW) -","Sep 14, 2007","336111","7047","PRIVATE"
"DAIMLER CHRYSLER (PROD, MAINT & PARTS)",291,"NATIONAL"," (UAW) -","Sep 14, 2007","336111","70874","PRIVATE"
"DAIMLER CHRYSLER CORP. (TOLEDO ASSEMBLY PLANT) (MOA)",303,"OH TOLEDO","AUTO WORKERS AFL-CIO (UAW) 12","Nov 14, 2011","336111","5600","PRIVATE"
"DAIMLER CHRYSLER CORP. (TOLEDO ASSEMBLY PLANT) (MOA)",304,"OH TOLEDO","AUTO WORKERS AFL-CIO (UAW) 12","Nov 14, 2011","336111","5600","PRIVATE"
"DALLAS SUMMER MUSICALS",3948,"TX","STAGE AND PICTURE OPERATORS AFL-CIO (IATSE) 803 /TRANSPORT WORKERS AFL-CIO (TWU) ","Aug 31, 2023",,,"PRIVATE"
"DAN RIVER, INC.",91,"VA DANVILLE","FOOD AND COMMERCIAL WKRS (UFCW) 400","Jun 11, 2005","31321","4000","PRIVATE"
"DAN RIVER, INC.",92,"VA DANVILLE","FOOD AND COMMERCIAL WKRS (UFCW) 400","Jun 11, 2005","31321","4000","PRIVATE"
"DAN'S SUPREME SUPERMARKETS INC.",1778,"NY","FOOD AND COMMERCIAL WKRS (UFCW) 1500 UFCW UNION LOCAL 1500","Mar 26, 2016","445110","1500","PRIVATE"
"DANA CORP.",294,"IN MI OH PA","AUTO WORKERS AFL-CIO (UAW) 136/AUTO WORKERS AFL-CIO (UAW) 155 WARREN-DETROIT LOCAL/AUTO WORKERS AFL-CIO (UAW) 279/AUTO WORKERS AFL-CIO (UAW) 644","Jun 9, 2003","336350","1500","PRIVATE"
"DANA CORP., SPICER MANUFACTURING, INC.",293,"IN FT WAYNE","UPIU/PACE 6-903","Jan 31, 2005","336312","2000","PRIVATE"
"DANELLA LINE SERVICES COMPANY, INC.",2276,"DE","TEAMSTERS (IBT) 326 GENERAL TEAMSTERS","Jun 30, 2019",,,"PRIVATE"
"DANVILLE, IL, CITY OF",3542,"IL DANVILLE","LABORERS  (LIUNA) 703","Apr 30, 2018","541219",,"PUBLIC"
"DARLING NATIONAL LLC (EDIBLE PLANT)",2023,"CO","FOOD AND COMMERCIAL WKRS (UFCW) 7 R","Jan 16, 2013","445110","2000","PRIVATE"
"DARLING NATIONAL LLC (INEDIBLE PLANT)",2022,"OH DAYTON","FOOD AND COMMERCIAL WKRS (UFCW) 7 A","Dec 31, 2012","445110","2000","PRIVATE"
"DAVENPORT COMMUNITY SCHOOL DISTRICT (TEACHERS)",3353,"IA DAVENPORT"," (NEA) DEA","Jun 30, 2004","611110","1250","PUBLIC"
"DAVEY'S CAR WASH AND DETAILING",3792,"CA","STEELWORKERS, AFL-CIO (USW) 8 675 ","Sep 15, 2023","811192","2","PRIVATE"
"DAVIS STANDARD, LLC.",1355,"NY","STEELWORKERS, AFL-CIO (USW) 04 14532 S","Aug 20, 2022","333200","40","PRIVATE"
"DAY AND ZIMMERMANN",4596,"PA","SERVICE EMPLOYEES (SEIU) 1 ","Dec 4, 2024",,,"PRIVATE"
"DAY CARE COUNCIL OF NEW YORK, INC.",4744,"NY","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 205 DAY CARE CENTERS EMPLOYEES UNION","Sep 30, 2020",,,"PRIVATE"
"DAYTON CITY SCHOOL DISTRICT (TEACHERS)",3254,"OH DAYTON"," (NEA) DEA","Jun 30, 2004","611110","2000","PUBLIC"
"DAYTON OHIO, CITY OF",2885,"OH","DAYTON PUBLIC SERVICE UNION, AFSCME OHIO COUNCIL 8, 101","May 30, 2008",,,"PUBLIC"
"DAYTON POWER & LIGHT CO.",497,"OH","UTILITY WORKERS AFL-CIO (UWU) 175","Oct 31, 2011","221","954","PRIVATE"
"DAYTON POWER & LIGHT CO.",498,"OH DAYTON","UTILITY WORKERS AFL-CIO (UWU) 175","Oct 31, 2005","221","954","PRIVATE"
"DCP MAINSTREAM LP",1958,"TX","ENGINEERS, OPERATING, AFL-CIO (IUOE) 351","Mar 31, 2018","23731","2452","PRIVATE"
"DCP MAINSTREAM LP",1959,"TX","ENGINEERS, OPERATING, AFL-CIO (IUOE) 351","May 31, 2015","23731","2452","PRIVATE"
"DEAN TRANSPORTATION",2170,"MI"," (DTE) ","Jun 30, 2016","488999",,"PRIVATE"
"DEARBORN COUNTRY CLUB, THE",3783,"MI","UNITE HERE  (UNITHE) 24 ","Oct 31, 2022",,,"PRIVATE"
"DECATUR HOUSING AUTHORITY (CLERICAL)",4231,"IL","TEAMSTERS (IBT) 916 ","Mar 31, 2023","925110","4","PUBLIC"
"DECATUR HOUSING AUTHORITY (MAINTENANCE)",4230,"IL","TEAMSTERS (IBT) 916 ","May 31, 2023",,"11","PUBLIC"
"DECATUR IL PUBLIC SCHOOL DISTRICT NO. 61 BOARD OF EDUCATION (TEACHERS)",3247,"IL DECATUR"," (NEA) ","Aug 17, 2005","611110","1000","PUBLIC"
"DECKO PRODUCTS, INC.",2157,"OH"," (AFL-CIO) 525","May 31, 2013",,,"PRIVATE"
"DECORATORS SUPPLY COMPANY",2309,"IL"," (CRCC) ","May 31, 2019",,,"PRIVATE"
"DEERE & CO.",219,"WI"," (UAW) 8 LOCALS","Oct 1, 2009","332112","7300","PRIVATE"
"DEERE & CO.",220,"IA, IL"," (UAW) -","Oct 1, 2009","333111",,"PRIVATE"
"DEERE & CO.",222,"WI HORICON"," (IAM) 281, 450, 94, 865, 74, 79, 434, 838, 2366","Oct 1, 2015","333111","7300","PRIVATE"
"DEERE & CO.",223,"WI HORICON","MACHINISTS AFL-CIO (IAM) 873","Oct 1, 2004","333112","1300","PRIVATE"
"DEERE & CO.",224,"WI","MACHINISTS AFL-CIO (IAM) 873","Oct 1, 2010","332112","1300","PRIVATE"
"DEERE & CO.",3665,"WI"," (UAW) 8 LOCALS","Oct 1, 2015","332112","7300","PRIVATE"
"DEERE & COMPANY (2 VOLS.)",221,"IA, IL"," (UAW) 8 LOCALS","Oct 1, 2007","333111","7300","PRIVATE"
"DEFENSE CONTRACTS MANAGEMENT AGENCY",3488,"VA","GOVERNMENT EMPLOYEES AFGE AFL-CIO (AFGE) 170 DEFENSE CONTACT MANAGEMENT AGENCY","Jan 11, 2011","611310","1000","PUBLIC"
"DEFENSE FINANCE & ACCOUNTING SERVICE",2004,"IN"," (AFGE) -","Apr 30, 2011","327213",,"PRIVATE"
"DEFENSE LANGUAGE INSTITUTE FOREIGN LANGUAGE CENTER/U.S. ARMY  GARRISON (USAG), PRESIDIO OF MONTEREY (POM)",4707,"MULTIPLE","GOVERNMENT EMPLOYEES AFGE AFL-CIO (AFGE) 1263 ","Feb 15, 2028",,"1700","PUBLIC"
"DELAWARE CONTRACTORS ASSOCIATION.",1094,"DE MD"," (UBC) 626","Apr 30, 2005","2362","1100","PRIVATE"
"DELAWARE VALLEY COLLEGE",2440,"DE","DELWARE VALLEY COLLEGE AAUP","Mar 1, 2016",,,"PRIVATE"
"DELAWARE, STATE OF (CORRECTIONS DEPT.)",2621,"DE"," (COAD-I) ","Oct 31, 1999","922140","1000","PUBLIC"
"DELAWARE, STATE OF, JUSTICE OF THE PEACE COURT",3566,"DE","TEAMSTERS (IBT) 326 GENERAL TEAMSTERS","Nov 21, 2019",,,"PUBLIC"
"DELAWARE, UNIVERSITY OF (FACULTY)",2778,"DE","UNIVERSITY OF DELAWARE CHAPTER OF THE AMERICAN ASSOCIATION OF UNIVERSITY PROFESSORS (AAUP) ","Jun 30, 2008","611310","1000","PRIVATE"
"DELDEN MANUFACTURING COMPANY, INC",2503,"MI"," (CJA) ST. LOUIS - KANSAS CITY COUNCIL","Dec 31, 2021","321911","18","PRIVATE"
"DELHUR INDUSTRIES, INC.",1622,"CO"," (IBT) 435","Jun 30, 2005","23731","7000","PRIVATE"
"DELPHI AUTOMOTIVE SYSTEMS",378,"NATIONAL"," (UAW) -","Sep 14, 2011","336322",,"PRIVATE"
"DELPHI AUTOMOTIVE SYSTEMS / DELPHI ENERGY & CHASSIS SYSTEMS",164,"OH"," (USW) -","Sep 14, 2007","336322",,"PRIVATE"
"DELPHI AUTOMOTIVE SYSTEMS / DELPHI ENERGY & CHASSIS SYSTEMS",374,"OH"," (USW) -","Sep 11, 2011","336322",,"PRIVATE"
"DELPHI AUTOMOTIVE SYSTEMS/DELPHI ENGINE&CHASSIS SYSTEMS",371,"OH DAYTON","STEELWORKERS, AFL-CIO (USW) 01 87 L","Sep 14, 2007","336330","1000","PRIVATE"
"DELPHI CORP.",283,"AL CA MS NJ OH"," (CWA/IUE) 8 LOCALS","Oct 12, 2007","33634","10700","PRIVATE"
"DELPHI CORPORATION AND GENERAL MOTORS CORPORATION",375,"OH"," (USW) -","Sep 14, 2011","336322",,"PRIVATE"
"DELPHI CORPORATION AND GENERAL MOTORS CORPORATION",376,"OH"," (USW) -","Sep 14, 2011","336322",,"PRIVATE"
"DELPHI CORPORATION AND GENERAL MOTORS CORPORATION",377,"OH"," (USW) -","Oct 12, 2011","336322",,"PRIVATE"
"DELTA PRIDE CATFISH, INC.",77,"MS INDIANOLA","FOOD AND COMMERCIAL WKRS (UFCW) 1529","Oct 31, 2004","311712","1100","PRIVATE"
"DEMOLITION, DEBRIS, ASBESTOS & TOXIC WASTE REMOVAL",1556,"NY NASSAU","TEAMSTERS (IBT) 282","Jun 30, 2005","23891","4700","PRIVATE"
"DEMOND SIGNS, INC./EBERHART SIGN & LIGHTING COMPANY/MER SIGNS",4497,"IL","ELECTRICAL WORKERS IBEW AFL-CIO (IBEW) 309 ","Jul 31, 2024",,,"PRIVATE"
"DENVER SCHOOL DISTRICT NO. 1 (TEACHERS)",3206,"CO DENVER"," (NEA) DCTA","Aug 31, 2005","611110","4000","PUBLIC"
"DENVER, CITY AND COUNTY, SCHOOL DISTRICT NO 1",3002,"CO DENVER"," (AFT) DFP","Jun 30, 2006","611110","1700","PUBLIC"
"DEPARTMENT OF ADMINISTRATIVE SERVICES",3482,"OR","SERVICE EMPLOYEES (SEIU) 503","Jun 30, 2011","485111","51527","PUBLIC"
"DEPARTMENT OF CENTRAL MANAGEMENT SERVICES",3037,"IL","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 31 ILLINOIS PUBLIC EMPLOYEES","Jun 30, 2008",,,"PUBLIC"
"DEPARTMENT OF VETERAN AFFAIRS",4605,"MULTIPLE","GOVERNMENT EMPLOYEES AFGE AFL-CIO (AFGE) 53 NATIONAL V A","Aug 8, 2026",,,"PUBLIC"
"DES MOINES INDEPENDENT COMMUNITY SCHOOL DISTRICT NO. 77-1737 (TEACHERS)",3237,"IA DES MOINES"," (NEA) ","Jul 31, 2006","611110","2200","PUBLIC"
"DES MOINES PUBLIC LIBRARY",3701,"IA","PROFESSIONAL EMPLOYEES LODGE 254","Jun 30, 2020",,,"PUBLIC"
"DES MOINES PUBLIC LIBRARY",3702,"IA","PROFESSIONAL EMPLOYEES LODGE 254","Jun 30, 2022",,,"PUBLIC"
"DES MOINES, CITY OF (FIREFIGHTERS)",3696,"IA","DES MOINES ASSOCIATION OF PROFESSIONAL FIREFIGHTERS 4","Jun 30, 2023",,,"PUBLIC"
"DES MOINES, CITY OF (HOUSING SERVICES)",3699,"IA","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 61","Jun 30, 2025",,,"PUBLIC"
"DES MOINES, CITY OF (MAINTENANCE)",3700,"IA","CENTRAL IOWA PUBLIC EMPLOYEES COUNCIL ","Jun 30, 2026",,,"PUBLIC"
"DES MOINES, CITY OF (POLICE CAPTAINS, LIEUTENANTS AND SERGEANTS)",3695,"IA","DES MOINES POLICE GOLD BRAID ORGANIZATION ","Jun 30, 2024",,,"PUBLIC"
"DES MOINES, CITY OF (POLICE)",3698,"IA","DES MOINES POLICE BARGAINING UNIT ASSOCIATION ","Jun 30, 2024",,,"PUBLIC"
"DES MOINES, CITY OF (WHITE COLLAR UNIT)",3697,"IA","MUNICIPAL EMPLOYEES ASSOCIATION ","Jun 30, 2023",,,"PUBLIC"
"DESIGN AGENCY, INC.",2310,"IL"," (CRCC) ","May 31, 2020",,,"PRIVATE"
"DESIGN CENTRIX, LLC",2311,"IL"," (CRCC) ","May 31, 2020",,,"PRIVATE"
"DETROIT BOARD OF EDUCATION (ADMINSTRATIVE & SUPERVISORS)",3162,"MI DETROIT"," (AFSA) OSAS 28","Jun 30, 2004","611110","1100","PUBLIC"
"DETROIT DIESEL CORP.",218,"MI DETROIT","AUTO WORKERS AFL-CIO (UAW) 163","Oct 30, 2004","333618","2000","PRIVATE"
"DETROIT EDISON CO. (NOW DTE ENERGY CO.)",499,"MI DETROIT"," (UWU) 223","Jun 7, 2004","221","3303","PRIVATE"
"DETROIT WINDSOR TUNNEL LLC",3556,"MI DETROIT","TRANSIT UNION AFL-CIO (ATU) 1564","Nov 13, 2016","561510",,"PUBLIC"
"DETROIT, CITY OF (DOT-TRANSPORTATION EQUIPMENT DRIVERS)",2823,"MI DETROIT"," (ATU) DIV 26","Jun 30, 2001","485111","1100","PUBLIC"
"DETROIT, CITY OF (DRIVERS & OTHERS)",2865,"MI DETROIT"," (IBT) 214","Jun 30, 2001","921190","1000","PUBLIC"
"DETROIT, CITY OF (NON-SUPERVISORY)",2826,"MI DETROIT","STATE COUNTY AND MUNI EMPLS AFL-CIO (AFSCME) 25 MICHIGAN","Jun 30, 2005","921190","5500","PUBLIC"
"DETROIT, CITY OF (POLICE-SERGEANTS & LIEUTENANTS)",2880,"MI DETROIT"," (PA) DPLSA","Jun 30, 2001","922120","1100","PUBLIC"
"DETROIT, CITY OF BOARD OF EDUCATION (CLERICAL & TECHNICAL)",3166,"MI DETROIT"," (AFT) DFEOE 4168","Jun 30, 2003","611110","2900","PUBLIC"
"DETROIT, CITY OF SCHOOL DISTRICT (TEACHERS)",3154,"MI DETROIT"," (AFT) DFT 231","Jun 30, 2005","611110","10000","PUBLIC"
"DETROIT, CITY OF, BOARD OF EDUCATION (CLEANING, CUSTODIANS AND FOOD SERVERS)",3161,"MI DETROIT"," (AFSCME) 345","Dec 31, 1997","611110","2200","PUBLIC"
"DETROIT, CITY OF, BOARD OF EDUCATION (NON-HR & SATELLITE AIDES)",3164,"MI DETROIT"," (AFT) DFPP 2350","Jun 30, 1997","611110","3500","PUBLIC"
"DIAMOND COLLISION CENTER, INC.",1331,"IL","MACHINISTS AFL-CIO (IAM) 701","Jun 30, 2022",,"4","PRIVATE"
"DIAMOND STOREFRONTS INC.",1565,"NY HAUPPAUGE"," (CJA) EMPIRE ST RC, 7","Apr 30, 2007","23622","1200","PRIVATE"
"DIE ENGINEERING SERVICE",1948,"MI","AUTO WORKERS AFL-CIO (UAW) 659","Dec 31, 2010","336111","3163","PRIVATE"
"DIGITIZED SCHEMATIC SOLUTIONS, LLC (DSS)",3859,"MI","LABORERS  (LIUNA) ","Feb 28, 2023",,,"PRIVATE"
"DIMENSION CRAFT",2312,"IL"," (CRCC) ","May 31, 2020",,,"PRIVATE"
"DIMENSIONS HEALTH CORP",839,"MD HYATTSVILLE","SERVICE EMPLOYEES (SEIU) 1199 DISTRICT 1199E-DC","Jun 30, 2007","62211","1000","PRIVATE"
"DIRECTORS GUILD OF AMERICA (BASIC AGREEMENT)",772,"NATIONAL"," (-) -","Jun 30, 2005","71311",,"PRIVATE"
"DIRECTORS GUILD OF AMERICA, INC FREELANCE LIVE AND TAPE TELEVISION AGREEMENT OF 2005",803,"NATIONAL"," (DGA) ","Jun 30, 2008",,,"PRIVATE"
"DIRECTORS GUILD OF AMERICA, INC.",3728,"CA","ALLIANCE OF MOTION PICTURES AND TELEVISION PRODUCERS, INC. ","Jun 30, 2017",,,"PRIVATE"
"DISABILTIY COMMUNITY RESOURCE CENTER",2603,"CA","ASSOCIATION OF PROFESSIONAL DISABLED SERVICES EMPLOYEES ","Apr 30, 2021",,,"PRIVATE"
"DISNEYLAND CALIFORNIA ADVENTURE PARK (DIVISION OF WALT DISNEY PARKS AND RESORTS U.S. )",4778,"CA","FOOD AND COMMERCIAL WKRS (UFCW) 324 /SERVICE EMPLOYEES (SEIU) UNITED SERVICE WORKERS WEST/TEAMSTERS (IBT) 495 ","Sep 30, 2027",,,"PRIVATE"
"DISNEYLAND HOTEL, DISNEY'S PARADISE PIER HOTEL AND DISNEY'S GRAND CALIFORNIA HOTEL",739,"CA ANAHEIM","UNITE HERE 11","Jan 31, 2008","72111","1200","PRIVATE"
"DISNEYLAND PARK (DIVISION OF WALT DISNEY PARKS AND RESORTS U.S. )",4779,"CA","BAKERY, TOBACCO AND GRAIN AFL-CIO (BCTGMI) 83 /FOOD AND COMMERCIAL WKRS (UFCW) 324 /SERVICE EMPLOYEES (SEIU) UNITED SERVICE WORKERS WEST/TEAMSTERS (IBT) 495 ","Jun 16, 2027",,,"PRIVATE"
"DISNEYLAND RESORT (DIVISION OF WALT DISNEY PARKS & RESORTS, U.S., INC.)",4370,"CA","WORKERS UNITED, SEIU (WU) 50 ","Aug 31, 2028",,,"PRIVATE"
"DISNEYLAND, DIV. OF WALT DISNEY PRODUCTIONS",825,"CA ANAHEIM"," (VAR-AFF) -","Mar 15, 2006","71311","3000","PRIVATE"
"DISTILLATA WATER COMPANY",2569,"OH","TEAMSTERS (IBT) 293","May 31, 2022",,,"PRIVATE"
"DISTRICT OF COLUMBIA (COMP UNITS 1 & 2)",2858,"DC WASHINGTON"," (VARIOUS) ","Sep 30, 2003","921190","14750","PUBLIC"
"DISTRICT OF COLUMBIA (POLICE)",2956,"DC WASHINGTON"," (FOP-I) ","May 7, 2002","922120","3600","PUBLIC"
"DISTRICT OF COLUMBIA BOARD OF EDUCATION (CUSTODIAL)",3292,"DC WASHINGTON","TEAMSTERS (IBT) 639/TEAMSTERS (IBT) 730","Sep 30, 2003","611110","1050","PUBLIC"
"DISTRICT OF COLUMBIA, UNIVERSITY OF",3703,"DC"," (SEIU) 500","Sep 30, 2022",,,"PUBLIC"
"DISTRICT OF COLUMBIA, UNIVERSITY OF",3704,"DC"," (AFSCME) 2087","Sep 30, 2019",,,"PUBLIC"
"DIVINE REHABILITATION & NURSING AT SYLVANIA",3907,"OH","SERVICE EMPLOYEES (SEIU) 1199 NUHHCE, WV/KY/OH","Jun 30, 2025",,,"PRIVATE"
"DOMINICK'S FINER FOODS (INCLUDES MOA)",664,"IL WEST & NW","FOOD AND COMMERCIAL WKRS (UFCW) 1546/FOOD AND COMMERCIAL WKRS (UFCW) 881","Jul 26, 2003","445110","11050","PRIVATE"
"DOMINICK'S FINER FOODS (MEAT RETAIL MEAT CUTTERS) (MOA)",554,"IL CHICAGO","FOOD AND COMMERCIAL WKRS (UFCW) 1546","Aug 2, 2008","445110","1285","PRIVATE"
"DOMINICK'S FINER FOODS (RETAIL MEAT CUTTERS) (MOA)",555,"IL CHICAGO","FOOD AND COMMERCIAL WKRS (UFCW) 1546","Jul 26, 2003","445110","1285","PRIVATE"
"DOMINION EAST OHIO (WAS EAST OHIO GAS)",485,"OH"," (SEIU) 555","Jun 15, 2006","221210","1200","PRIVATE"
"DOMINION ENERGY",3895,"VA","GAS WORKERS UNION G-555/UTILITY WORKERS AFL-CIO (UWU) ","Jun 15, 2027",,,"PRIVATE"
